استان,ایستگاه ,CO,O3,NO2,SO2,PM10,PM2.5,شاخص,تاریخ و ساعت
ایلام,دهلران,14.0,49.0,59.0,21.0,54.0,103.0,103,1396/06/22 11:00:00
ایلام,مهران,14.0,66.0,76.0,18.0,87.0,160.0,160,1396/06/22 11:00:00
ایلام,ایلام,11.0,33.0,50.0,14.0,46.0,80.0,80,1396/06/22 11:00:00
ایلام,آبدانان,34.0,36.0,32.0,23.0,53.0,58.0,58,1396/06/23 11:00:00
ایلام,ایوان,16.0,49.0,57.0,21.0,57.0,103.0,103,1396/06/23 11:00:00
ایلام,دهلران,14.0,38.0,48.0,23.0,34.0,67.0,67,1396/06/23 11:00:00
ایلام,مهران,12.0,52.0,63.0,21.0,57.0,112.0,112,1396/06/23 11:00:00
ایلام,ایلام,12.0,48.0,62.0,25.0,54.0,93.0,93,1396/06/23 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/23 11:00:00
ایلام,آبدانان,33.0,39.0,36.0,22.0,58.0,69.0,69,1396/06/24 11:00:00
ایلام,ایوان,17.0,48.0,55.0,21.0,55.0,98.0,98,1396/06/24 11:00:00
ایلام,دهلران,13.0,41.0,52.0,22.0,38.0,77.0,77,1396/06/24 11:00:00
ایلام,مهران,15.0,50.0,59.0,21.0,57.0,106.0,106,1396/06/24 11:00:00
ایلام,ایلام,11.0,43.0,48.0,30.0,49.0,74.0,74,1396/06/24 11:00:00
ایلام,آبدانان,29.0,55.0,55.0,20.0,83.0,122.0,122,1396/06/25 11:00:00
ایلام,ایوان,16.0,49.0,57.0,21.0,57.0,103.0,103,1396/06/25 11:00:00
ایلام,دهلران,12.0,53.0,65.0,20.0,60.0,118.0,118,1396/06/25 11:00:00
ایلام,مهران,16.0,52.0,60.0,21.0,62.0,112.0,112,1396/06/25 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/25 11:00:00
ایلام,آبدانان,30.0,48.0,47.0,21.0,73.0,100.0,100,1396/06/26 11:00:00
ایلام,ایوان,19.0,50.0,57.0,21.0,63.0,107.0,107,1396/06/26 11:00:00
ایلام,دهلران,11.0,56.0,68.0,20.0,64.0,127.0,127,1396/06/26 11:00:00
ایلام,مهران,11.0,60.0,72.0,19.0,73.0,142.0,142,1396/06/26 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/26 11:00:00
ایلام,آبدانان,30.0,50.0,49.0,21.0,76.0,106.0,106,1396/06/27 11:00:00
ایلام,ایوان,18.0,50.0,57.0,21.0,62.0,107.0,107,1396/06/27 11:00:00
ایلام,دهلران,11.0,58.0,70.0,20.0,68.0,133.0,133,1396/06/27 11:00:00
ایلام,مهران,9.0,62.0,76.0,19.0,74.0,149.0,149,1396/06/27 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/27 11:00:00
ایلام,آبدانان,31.0,46.0,44.0,21.0,70.0,93.0,93,1396/06/28 11:00:00
ایلام,ایوان,17.0,51.0,59.0,21.0,62.0,110.0,110,1396/06/28 11:00:00
ایلام,دهلران,18.0,60.0,68.0,19.0,81.0,141.0,141,1396/06/28 11:00:00
ایلام,مهران,6.0,64.0,79.0,19.0,74.0,154.0,154,1396/06/28 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/28 11:00:00
ایلام,آبدانان,32.0,43.0,40.0,22.0,64.0,80.0,80,1396/06/29 11:00:00
ایلام,ایوان,12.0,58.0,69.0,20.0,69.0,133.0,133,1396/06/29 11:00:00
ایلام,دهلران,18.0,60.0,67.0,19.0,81.0,140.0,140,1396/06/29 11:00:00
ایلام,مهران,11.0,55.0,67.0,20.0,63.0,124.0,124,1396/06/29 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/29 11:00:00
ایلام,آبدانان,33.0,39.0,35.0,22.0,58.0,67.0,67,1396/06/30 11:00:00
ایلام,ایوان,18.0,52.0,59.0,21.0,65.0,113.0,113,1396/06/30 11:00:00
ایلام,دهلران,17.0,46.0,53.0,22.0,52.0,92.0,92,1396/06/30 11:00:00
ایلام,مهران,9.0,62.0,75.0,19.0,73.0,146.0,146,1396/06/30 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/30 11:00:00
ایلام,آبدانان,34.0,36.0,32.0,23.0,54.0,59.0,59,1396/06/31 11:00:00
ایلام,ایوان,15.0,50.0,59.0,21.0,57.0,105.0,105,1396/06/31 11:00:00
ایلام,دهلران,16.0,44.0,52.0,22.0,46.0,85.0,85,1396/06/31 11:00:00
ایلام,مهران,6.0,59.0,74.0,20.0,64.0,136.0,136,1396/06/31 11:00:00
ایلام,دره شهر,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/31 11:00:00
کرمان,ميدان مشتاق,35.0,32.0,27.0,23.0,47.0,45.0,45,1396/06/09 11:00:00
کرمان,ميدان مشتاق,34.0,33.0,29.0,23.0,49.0,49.0,49,1396/06/10 11:00:00
کرمان,ميدان مشتاق,35.0,33.0,28.0,23.0,48.0,46.0,46,1396/06/11 11:00:00
کرمان,ميدان مشتاق,34.0,35.0,30.0,23.0,51.0,53.0,53,1396/06/12 11:00:00
کرمان,ميدان مشتاق,34.0,36.0,32.0,23.0,53.0,57.0,57,1396/06/13 11:00:00
کرمان,ميدان مشتاق,34.0,34.0,30.0,23.0,51.0,52.0,52,1396/06/14 11:00:00
کرمان,ميدان مشتاق,34.0,35.0,31.0,23.0,52.0,56.0,56,1396/06/15 11:00:00
کرمان,ميدان مشتاق,34.0,36.0,32.0,23.0,54.0,59.0,59,1396/06/16 11:00:00
کرمان,ميدان مشتاق,34.0,33.0,29.0,23.0,49.0,49.0,49,1396/06/17 11:00:00
کرمان,ميدان مشتاق,35.0,32.0,27.0,23.0,47.0,45.0,45,1396/06/18 11:00:00
کرمان,ميدان مشتاق,33.0,37.0,33.0,23.0,55.0,61.0,61,1396/06/19 11:00:00
کرمان,ميدان مشتاق,34.0,36.0,32.0,23.0,53.0,57.0,57,1396/06/20 11:00:00
کرمان,ميدان مشتاق,35.0,30.0,24.0,24.0,43.0,37.0,37,1396/06/21 11:00:00
کرمان,ميدان مشتاق,35.0,32.0,26.0,24.0,46.0,43.0,43,1396/06/22 11:00:00
کرمان,ميدان مشتاق,34.0,34.0,29.0,23.0,50.0,51.0,51,1396/06/23 11:00:00
کرمان,ميدان مشتاق,35.0,33.0,28.0,23.0,48.0,46.0,46,1396/06/24 11:00:00
کرمان,ميدان مشتاق,35.0,32.0,27.0,23.0,47.0,44.0,44,1396/06/25 11:00:00
کرمان,ميدان مشتاق,35.0,33.0,28.0,23.0,48.0,46.0,46,1396/06/26 11:00:00
کرمان,ميدان مشتاق,35.0,30.0,25.0,24.0,44.0,39.0,39,1396/06/27 11:00:00
کرمان,ميدان مشتاق,34.0,36.0,32.0,23.0,53.0,57.0,57,1396/06/28 11:00:00
کرمان,ميدان مشتاق,33.0,39.0,35.0,22.0,58.0,67.0,67,1396/06/29 11:00:00
کرمانشاه,زیبا پارک,13.0,50.0,14.0,48.0,55.0,74.0,55,1396/06/01 11:00:00
کرمانشاه,زیبا پارک,14.0,50.0,45.0,24.0,62.0,97.0,62,1396/06/02 11:00:00
کرمانشاه,زیبا پارک,11.0,50.0,36.0,32.0,56.0,88.0,56,1396/06/03 11:00:00
کرمانشاه,زیبا پارک,18.0,50.0,32.0,35.0,56.0,81.0,56,1396/06/04 11:00:00
کرمانشاه,زیبا پارک,18.0,50.0,31.0,35.0,58.0,83.0,58,1396/06/05 11:00:00
کرمانشاه,زیبا پارک,19.0,17.0,,45.0,58.0,42.0,58,1396/06/06 11:00:00
کرمانشاه,زیبا پارک,16.0,20.0,6.0,30.0,63.0,62.0,63,1396/06/07 11:00:00
کرمانشاه,زیبا پارک,12.0,17.0,,46.0,62.0,49.0,62,1396/06/08 11:00:00
کرمانشاه,زیبا پارک,14.0,15.0,,37.0,60.0,51.0,60,1396/06/09 11:00:00
کرمانشاه,زیبا پارک,25.0,17.0,,33.0,67.0,54.0,67,1396/06/10 11:00:00
کرمانشاه,زیبا پارک,22.0,17.0,6.0,29.0,58.0,51.0,58,1396/06/11 11:00:00
کرمانشاه,زیبا پارک,14.0,15.0,,35.0,59.0,51.0,59,1396/06/12 11:00:00
کرمانشاه,زیبا پارک,12.0,17.0,17.0,22.0,54.0,60.0,54,1396/06/13 11:00:00
کرمانشاه,زیبا پارک,15.0,16.0,6.0,29.0,55.0,53.0,55,1396/06/14 11:00:00
کرمانشاه,زیبا پارک,15.0,16.0,,44.0,60.0,46.0,60,1396/06/15 11:00:00
کرمانشاه,زیبا پارک,13.0,17.0,11.0,25.0,60.0,62.0,60,1396/06/16 11:00:00
کرمانشاه,زیبا پارک,14.0,17.0,11.0,22.0,73.0,76.0,73,1396/06/17 11:00:00
کرمانشاه,زیبا پارک,13.0,18.0,21.0,19.0,58.0,66.0,58,1396/06/18 11:00:00
کرمانشاه,زیبا پارک,17.0,18.0,1.0,32.0,63.0,58.0,63,1396/06/19 11:00:00
کرمانشاه,زیبا پارک,13.0,17.0,,40.0,59.0,50.0,59,1396/06/20 11:00:00
کرمانشاه,زیبا پارک,13.0,16.0,10.0,25.0,60.0,61.0,60,1396/06/21 11:00:00
کرمانشاه,زیبا پارک,11.0,17.0,20.0,19.0,57.0,66.0,57,1396/06/22 11:00:00
کرمانشاه,زیبا پارک,13.0,16.0,18.0,20.0,56.0,61.0,56,1396/06/23 11:00:00
کرمانشاه,زیبا پارک,41.0,18.0,,36.0,70.0,44.0,70,1396/06/24 11:00:00
کرمانشاه,زیبا پارک,35.0,17.0,,32.0,72.0,52.0,72,1396/06/25 11:00:00
کرمانشاه,زیبا پارک,23.0,17.0,,36.0,66.0,53.0,66,1396/06/26 11:00:00
کرمانشاه,زیبا پارک,14.0,16.0,11.0,24.0,61.0,62.0,61,1396/06/27 11:00:00
کرمانشاه,زیبا پارک,22.0,18.0,3.0,30.0,64.0,57.0,64,1396/06/28 11:00:00
کرمانشاه,زیبا پارک,16.0,16.0,2.0,30.0,64.0,59.0,64,1396/06/29 11:00:00
کرمانشاه,زیبا پارک,21.0,16.0,2.0,29.0,66.0,58.0,66,1396/06/30 11:00:00
خراسان رضوی,مشهد-دانشگاه,18.0,31.0,22.0,24.0,54.0,64.0,64,1396/06/01 11:00:00
خراسان رضوی,مشهد-صدف,42.0,33.0,6.0,27.0,65.0,52.0,52,1396/06/01 11:00:00
خراسان رضوی,مشهد-دانشگاه,18.0,30.0,22.0,24.0,52.0,61.0,61,1396/06/02 11:00:00
خراسان رضوی,مشهد-صدف,37.0,28.0,6.0,27.0,54.0,38.0,38,1396/06/02 11:00:00
خراسان رضوی,مشهد-دانشگاه,21.0,33.0,24.0,24.0,58.0,68.0,68,1396/06/03 11:00:00
خراسان رضوی,مشهد-صدف,44.0,30.0,6.0,27.0,57.0,38.0,44,1396/06/03 11:00:00
خراسان رضوی,مشهد-دانشگاه,19.0,29.0,26.0,23.0,46.0,53.0,53,1396/06/04 11:00:00
خراسان رضوی,مشهد-صدف,36.0,29.0,6.0,27.0,56.0,42.0,42,1396/06/04 11:00:00
خراسان رضوی,مشهد-دانشگاه,27.0,34.0,24.0,24.0,57.0,62.0,62,1396/06/05 11:00:00
خراسان رضوی,مشهد-صدف,49.0,34.0,6.0,27.0,64.0,45.0,49,1396/06/05 11:00:00
خراسان رضوی,مشهد-دانشگاه,26.0,37.0,24.0,24.0,64.0,74.0,74,1396/06/06 11:00:00
خراسان رضوی,مشهد-صدف,50.0,32.0,6.0,27.0,59.0,37.0,50,1396/06/06 11:00:00
خراسان رضوی,مشهد-صدف,37.0,23.0,5.0,27.0,43.0,21.0,37,1396/06/07 11:00:00
خراسان رضوی,مشهد-دانشگاه,31.0,38.0,25.0,24.0,65.0,73.0,73,1396/06/07 11:00:00
خراسان رضوی,مشهد-دانشگاه,28.0,43.0,27.0,24.0,76.0,93.0,93,1396/06/08 11:00:00
خراسان رضوی,مشهد-صدف,55.0,34.0,6.0,27.0,63.0,39.0,55,1396/06/08 11:00:00
خراسان رضوی,مشهد - ویلا,16.0,34.0,39.0,17.0,59.0,81.0,17,1396/06/09 11:00:00
خراسان رضوی,مشهد - لشگر,18.0,14.0,1.0,18.0,53.0,42.0,42,1396/06/09 11:00:00
خراسان رضوی,مشهد-دانشگاه,30.0,42.0,25.0,24.0,76.0,89.0,89,1396/06/09 11:00:00
خراسان رضوی,مشهد-صدف,55.0,37.0,6.0,27.0,70.0,49.0,55,1396/06/09 11:00:00
خراسان رضوی,مشهد - ویلا,16.0,34.0,39.0,17.0,59.0,81.0,17,1396/06/10 11:00:00
خراسان رضوی,مشهد - لشگر,18.0,17.0,1.0,18.0,59.0,51.0,51,1396/06/10 11:00:00
خراسان رضوی,مشهد-دانشگاه,35.0,43.0,24.0,24.0,77.0,87.0,87,1396/06/10 11:00:00
خراسان رضوی,مشهد-صدف,55.0,36.0,6.0,27.0,68.0,46.0,55,1396/06/10 11:00:00
خراسان رضوی,مشهد - ویلا,16.0,34.0,39.0,17.0,59.0,81.0,17,1396/06/11 11:00:00
خراسان رضوی,مشهد - لشگر,21.0,19.0,2.0,18.0,63.0,56.0,56,1396/06/11 11:00:00
خراسان رضوی,مشهد-دانشگاه,33.0,45.0,26.0,24.0,82.0,97.0,97,1396/06/11 11:00:00
خراسان رضوی,مشهد-صدف,54.0,37.0,6.0,27.0,70.0,50.0,54,1396/06/11 11:00:00
خراسان رضوی,مشهد - ویلا,16.0,34.0,39.0,17.0,59.0,81.0,17,1396/06/12 11:00:00
خراسان رضوی,مشهد-دانشگاه,36.0,49.0,27.0,24.0,90.0,107.0,107,1396/06/12 11:00:00
خراسان رضوی,مشهد-صدف,55.0,40.0,6.0,28.0,78.0,61.0,61,1396/06/12 11:00:00
خراسان رضوی,مشهد - لشگر,20.0,20.0,2.0,18.0,65.0,60.0,60,1396/06/12 11:00:00
خراسان رضوی,مشهد - سجاد,18.0,41.0,102.0,3.0,63.0,125.0,125,1396/06/13 11:00:00
خراسان رضوی,مشهد-صدف,54.0,39.0,6.0,27.0,76.0,59.0,59,1396/06/13 11:00:00
خراسان رضوی,مشهد - ویلا,16.0,34.0,39.0,17.0,59.0,81.0,17,1396/06/13 11:00:00
خراسان رضوی,مشهد - لشگر,20.0,19.0,2.0,18.0,65.0,59.0,59,1396/06/13 11:00:00
خراسان رضوی,مشهد-دانشگاه,31.0,46.0,27.0,24.0,84.0,102.0,102,1396/06/13 11:00:00
خراسان رضوی,مشهد - سجاد,18.0,39.0,102.0,3.0,60.0,119.0,119,1396/06/14 11:00:00
خراسان رضوی,مشهد - ویلا,18.0,34.0,40.0,17.0,59.0,81.0,18,1396/06/14 11:00:00
خراسان رضوی,مشهد - لشگر,21.0,20.0,1.0,19.0,65.0,58.0,58,1396/06/14 11:00:00
خراسان رضوی,مشهد-دانشگاه,35.0,49.0,28.0,24.0,89.0,107.0,107,1396/06/14 11:00:00
خراسان رضوی,مشهد-صدف,57.0,40.0,6.0,28.0,77.0,59.0,59,1396/06/14 11:00:00
خراسان رضوی,مشهد - سجاد,18.0,35.0,91.0,4.0,65.0,127.0,127,1396/06/15 11:00:00
خراسان رضوی,مشهد - ویلا,17.0,42.0,3.0,17.0,126.0,152.0,152,1396/06/15 11:00:00
خراسان رضوی,مشهد - لشگر,21.0,19.0,1.0,19.0,63.0,55.0,55,1396/06/15 11:00:00
خراسان رضوی,مشهد-دانشگاه,33.0,48.0,27.0,24.0,89.0,108.0,108,1396/06/15 11:00:00
خراسان رضوی,مشهد-صدف,60.0,40.0,6.0,28.0,77.0,57.0,60,1396/06/15 11:00:00
خراسان رضوی,مشهد - ویلا,14.0,18.0,5.0,17.0,63.0,62.0,62,1396/06/16 11:00:00
خراسان رضوی,مشهد - سجاد,13.0,44.0,50.0,21.0,59.0,108.0,108,1396/06/16 11:00:00
خراسان رضوی,مشهد-صدف,46.0,39.0,6.0,27.0,79.0,70.0,70,1396/06/16 11:00:00
خراسان رضوی,مشهد - لشگر,21.0,26.0,1.0,19.0,82.0,83.0,83,1396/06/16 11:00:00
خراسان رضوی,مشهد-دانشگاه,24.0,46.0,29.0,23.0,84.0,109.0,109,1396/06/16 11:00:00
خراسان رضوی,مشهد - لشگر,25.0,21.0,2.0,19.0,65.0,57.0,57,1396/06/17 11:00:00
خراسان رضوی,مشهد - سجاد,17.0,37.0,87.0,7.0,57.0,104.0,104,1396/06/17 11:00:00
خراسان رضوی,مشهد - ویلا,16.0,20.0,5.0,18.0,63.0,62.0,62,1396/06/17 11:00:00
خراسان رضوی,مشهد-صدف,50.0,49.0,6.0,28.0,103.0,102.0,102,1396/06/17 11:00:00
خراسان رضوی,مشهد-دانشگاه,20.0,45.0,22.0,24.0,90.0,116.0,116,1396/06/17 11:00:00
خراسان رضوی,مشهد-دانشگاه,20.0,45.0,23.0,24.0,87.0,112.0,112,1396/06/18 11:00:00
خراسان رضوی,مشهد - ویلا,15.0,20.0,5.0,18.0,63.0,63.0,63,1396/06/18 11:00:00
خراسان رضوی,مشهد - سجاد,15.0,41.0,66.0,14.0,65.0,102.0,102,1396/06/18 11:00:00
خراسان رضوی,مشهد - لشگر,19.0,24.0,1.0,19.0,75.0,74.0,74,1396/06/18 11:00:00
خراسان رضوی,مشهد-صدف,46.0,54.0,6.0,28.0,116.0,125.0,125,1396/06/18 11:00:00
خراسان رضوی,مشهد-دانشگاه,18.0,58.0,20.0,25.0,125.0,167.0,167,1396/06/19 11:00:00
خراسان رضوی,مشهد - ویلا,14.0,15.0,7.0,17.0,51.0,46.0,46,1396/06/19 11:00:00
خراسان رضوی,مشهد - سجاد,12.0,32.0,39.0,15.0,81.0,105.0,105,1396/06/19 11:00:00
خراسان رضوی,مشهد - لشگر,17.0,27.0,1.0,17.0,91.0,98.0,98,1396/06/19 11:00:00
خراسان رضوی,مشهد-صدف,45.0,46.0,6.0,28.0,97.0,97.0,97,1396/06/19 11:00:00
خراسان رضوی,مشهد - سجاد,12.0,38.0,40.0,21.0,57.0,85.0,85,1396/06/20 11:00:00
خراسان رضوی,مشهد-صدف,38.0,35.0,6.0,27.0,72.0,64.0,64,1396/06/20 11:00:00
خراسان رضوی,مشهد-دانشگاه,17.0,46.0,20.0,25.0,96.0,125.0,125,1396/06/20 11:00:00
خراسان رضوی,مشهد - لشگر,16.0,24.0,1.0,18.0,78.0,81.0,81,1396/06/20 11:00:00
خراسان رضوی,مشهد - ویلا,14.0,16.0,7.0,17.0,55.0,52.0,52,1396/06/20 11:00:00
خراسان رضوی,مشهد - سجاد,16.0,36.0,81.0,9.0,53.0,96.0,96,1396/06/21 11:00:00
خراسان رضوی,مشهد-صدف,38.0,33.0,6.0,27.0,66.0,56.0,56,1396/06/21 11:00:00
خراسان رضوی,مشهد-دانشگاه,18.0,36.0,25.0,24.0,64.0,80.0,80,1396/06/21 11:00:00
خراسان رضوی,مشهد - لشگر,20.0,18.0,2.0,19.0,57.0,48.0,48,1396/06/21 11:00:00
خراسان رضوی,مشهد - ویلا,15.0,14.0,5.0,17.0,52.0,45.0,45,1396/06/21 11:00:00
خراسان رضوی,مشهد-صدف,41.0,35.0,6.0,27.0,70.0,60.0,60,1396/06/22 11:00:00
خراسان رضوی,مشهد-دانشگاه,16.0,30.0,21.0,24.0,55.0,65.0,65,1396/06/22 11:00:00
خراسان رضوی,مشهد - لشگر,17.0,17.0,2.0,19.0,55.0,48.0,48,1396/06/22 11:00:00
خراسان رضوی,مشهد - ویلا,14.0,12.0,5.0,18.0,44.0,35.0,35,1396/06/22 11:00:00
خراسان رضوی,مشهد - سجاد,13.0,35.0,60.0,16.0,48.0,88.0,88,1396/06/22 11:00:00
خراسان رضوی,مشهد-دانشگاه,19.0,33.0,27.0,23.0,54.0,66.0,66,1396/06/23 11:00:00
خراسان رضوی,مشهد - لشگر,15.0,14.0,1.0,18.0,53.0,44.0,44,1396/06/23 11:00:00
خراسان رضوی,مشهد - ویلا,13.0,11.0,5.0,17.0,44.0,35.0,35,1396/06/23 11:00:00
خراسان رضوی,مشهد - سجاد,12.0,41.0,39.0,24.0,49.0,79.0,79,1396/06/23 11:00:00
خراسان رضوی,مشهد-صدف,39.0,34.0,6.0,27.0,68.0,58.0,58,1396/06/23 11:00:00
خراسان رضوی,مشهد-صدف,43.0,33.0,6.0,27.0,66.0,52.0,52,1396/06/24 11:00:00
خراسان رضوی,مشهد-دانشگاه,16.0,45.0,30.0,23.0,84.0,115.0,115,1396/06/24 11:00:00
خراسان رضوی,مشهد - لشگر,15.0,13.0,2.0,18.0,49.0,39.0,39,1396/06/24 11:00:00
خراسان رضوی,مشهد - ویلا,14.0,15.0,5.0,17.0,54.0,49.0,49,1396/06/24 11:00:00
خراسان رضوی,مشهد - سجاد,13.0,36.0,57.0,17.0,46.0,80.0,80,1396/06/24 11:00:00
خراسان رضوی,مشهد - سجاد,13.0,42.0,73.0,16.0,43.0,72.0,72,1396/06/25 11:00:00
خراسان رضوی,مشهد-صدف,41.0,30.0,6.0,27.0,59.0,43.0,43,1396/06/25 11:00:00
خراسان رضوی,مشهد-دانشگاه,20.0,34.0,24.0,24.0,59.0,70.0,70,1396/06/25 11:00:00
خراسان رضوی,مشهد - لشگر,17.0,11.0,1.0,17.0,48.0,35.0,35,1396/06/25 11:00:00
خراسان رضوی,مشهد - ویلا,14.0,10.0,5.0,16.0,44.0,34.0,34,1396/06/25 11:00:00
خراسان رضوی,مشهد-صدف,41.0,29.0,6.0,27.0,55.0,37.0,41,1396/06/26 11:00:00
خراسان رضوی,مشهد-دانشگاه,19.0,37.0,26.0,23.0,66.0,83.0,83,1396/06/26 11:00:00
خراسان رضوی,مشهد - لشگر,14.0,12.0,1.0,18.0,47.0,36.0,36,1396/06/26 11:00:00
خراسان رضوی,مشهد - ویلا,13.0,11.0,5.0,16.0,45.0,36.0,36,1396/06/26 11:00:00
خراسان رضوی,مشهد - سجاد,12.0,42.0,52.0,22.0,44.0,75.0,75,1396/06/26 11:00:00
خراسان رضوی,مشهد-دانشگاه,22.0,31.0,27.0,23.0,48.0,55.0,55,1396/06/27 11:00:00
خراسان رضوی,مشهد - ویلا,13.0,13.0,5.0,17.0,47.0,40.0,40,1396/06/27 11:00:00
خراسان رضوی,مشهد - سجاد,14.0,42.0,87.0,10.0,52.0,88.0,88,1396/06/27 11:00:00
خراسان رضوی,مشهد-صدف,42.0,29.0,6.0,27.0,56.0,38.0,42,1396/06/27 11:00:00
خراسان رضوی,مشهد - ویلا,12.0,14.0,5.0,18.0,48.0,43.0,43,1396/06/28 11:00:00
خراسان رضوی,مشهد - سجاد,15.0,39.0,92.0,6.0,57.0,97.0,97,1396/06/28 11:00:00
خراسان رضوی,مشهد-دانشگاه,24.0,33.0,24.0,24.0,55.0,62.0,62,1396/06/28 11:00:00
خراسان رضوی,مشهد - سجاد,16.0,43.0,80.0,12.0,55.0,109.0,109,1396/06/29 11:00:00
خراسان رضوی,مشهد-صدف,42.0,41.0,9.0,27.0,82.0,79.0,79,1396/06/29 11:00:00
خراسان رضوی,مشهد-دانشگاه,29.0,36.0,28.0,23.0,58.0,66.0,66,1396/06/29 11:00:00
خراسان رضوی,مشهد-دانشگاه,23.0,33.0,29.0,23.0,51.0,60.0,60,1396/06/30 11:00:00
خراسان رضوی,مشهد - سجاد,15.0,40.0,83.0,10.0,55.0,101.0,101,1396/06/30 11:00:00
خراسان رضوی,مشهد-صدف,51.0,35.0,5.0,27.0,67.0,47.0,51,1396/06/30 11:00:00
خراسان رضوی,مشهد - سجاد,13.0,43.0,55.0,21.0,43.0,81.0,81,1396/06/31 11:00:00
خراسان رضوی,مشهد-صدف,45.0,33.0,6.0,27.0,63.0,46.0,46,1396/06/31 11:00:00
خراسان رضوی,مشهد-دانشگاه,18.0,29.0,22.0,24.0,48.0,55.0,55,1396/06/31 11:00:00
خوزستان,اهواز,33.0,50.0,61.0,8.0,101.0,139.0,139,1396/06/01 11:00:00
خوزستان,اهواز,24.0,50.0,68.0,8.0,86.0,135.0,135,1396/06/02 11:00:00
خوزستان,اهواز,47.0,50.0,61.0,8.0,76.0,95.0,95,1396/06/03 11:00:00
خوزستان,اهواز,49.0,50.0,60.0,8.0,76.0,93.0,93,1396/06/04 11:00:00
خوزستان,اهواز,36.0,50.0,64.0,8.0,84.0,118.0,118,1396/06/05 11:00:00
خوزستان,اهواز,,15.0,36.0,8.0,93.0,132.0,132,1396/06/06 11:00:00
خوزستان,اهواز,,12.0,41.0,8.0,46.0,185.0,185,1396/06/07 11:00:00
خوزستان,اهواز,,13.0,43.0,8.0,45.0,185.0,185,1396/06/08 11:00:00
خوزستان,اهواز,,15.0,52.0,8.0,54.0,189.0,189,1396/06/09 11:00:00
خوزستان,اهواز,,16.0,51.0,8.0,44.0,180.0,180,1396/06/10 11:00:00
خوزستان,اهواز,,15.0,40.0,8.0,51.0,180.0,180,1396/06/11 11:00:00
خوزستان,اهواز,,14.0,36.0,8.0,45.0,171.0,171,1396/06/12 11:00:00
خوزستان,اهواز,,9.0,36.0,8.0,44.0,174.0,174,1396/06/13 11:00:00
خوزستان,اهواز,,10.0,54.0,8.0,27.0,176.0,176,1396/06/14 11:00:00
خوزستان,اهواز,,9.0,55.0,9.0,44.0,213.0,213,1396/06/15 11:00:00
خوزستان,اهواز,,14.0,62.0,8.0,35.0,173.0,173,1396/06/16 11:00:00
خوزستان,اهواز,,13.0,63.0,8.0,56.0,194.0,194,1396/06/17 11:00:00
خوزستان,اهواز,,13.0,23.0,8.0,35.0,181.0,181,1396/06/18 11:00:00
خوزستان,اهواز,,17.0,26.0,9.0,27.0,182.0,182,1396/06/19 11:00:00
خوزستان,اهواز,,15.0,48.0,8.0,38.0,186.0,186,1396/06/20 11:00:00
خوزستان,اهواز,,14.0,73.0,7.0,47.0,199.0,199,1396/06/21 11:00:00
خوزستان,اهواز,,13.0,82.0,8.0,47.0,199.0,199,1396/06/22 11:00:00
خوزستان,اهواز,,12.0,44.0,8.0,80.0,142.0,142,1396/06/23 11:00:00
خوزستان,اهواز,7.0,12.0,29.0,8.0,88.0,110.0,110,1396/06/24 11:00:00
خوزستان,اهواز,44.0,14.0,0.0,8.0,169.0,149.0,169,1396/06/25 11:00:00
خوزستان,اهواز,,10.0,33.0,7.0,102.0,145.0,145,1396/06/26 11:00:00
خوزستان,اهواز,,16.0,38.0,7.0,99.0,141.0,141,1396/06/27 11:00:00
خوزستان,اهواز,16.0,13.0,75.0,8.0,112.0,151.0,151,1396/06/28 11:00:00
خوزستان,اهواز,,14.0,42.0,8.0,83.0,126.0,126,1396/06/29 11:00:00
خوزستان,اهواز,19.0,16.0,49.0,8.0,88.0,110.0,110,1396/06/30 11:00:00
خوزستان,اهواز,0.0,12.0,48.0,8.0,82.0,120.0,120,1396/06/31 11:00:00
کردستان,سقز,31.0,50.0,65.0,15.0,83.0,84.0,84,1396/06/01 11:00:00
کردستان,سقز,32.0,50.0,69.0,12.0,96.0,80.0,96,1396/06/02 11:00:00
کردستان,سقز,23.0,50.0,50.0,19.0,86.0,105.0,105,1396/06/03 11:00:00
کردستان,سقز,23.0,34.0,40.0,17.0,70.0,41.0,70,1396/06/11 11:00:00
کردستان,سقز,33.0,43.0,65.0,14.0,70.0,90.0,90,1396/06/12 11:00:00
کردستان,سقز,28.0,48.0,70.0,15.0,64.0,95.0,95,1396/06/13 11:00:00
کردستان,سقز,31.0,47.0,82.0,12.0,63.0,71.0,71,1396/06/14 11:00:00
کردستان,سقز,33.0,45.0,80.0,11.0,67.0,73.0,73,1396/06/15 11:00:00
