استان,ایستگاه ,CO,O3,NO2,SO2,PM10,PM2.5,شاخص,تاریخ و ساعت
البرز,اشتهارد,25.0,50.0,52.0,29.0,19.0,48.0,50,1396/06/01 11:00:00
البرز,فردیس,42.0,54.0,52.0,21.0,80.0,105.0,105,1396/06/01 11:00:00
البرز,مترو کرج,40.0,50.0,38.0,27.0,52.0,59.0,59,1396/06/01 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,45.0,26.0,54.0,91.0,54,1396/06/01 11:00:00
البرز,فرمانداری ساوجبلاغ,46.0,50.0,37.0,27.0,52.0,54.0,54,1396/06/01 11:00:00
البرز,فرهنگسرا کرج,40.0,52.0,44.0,25.0,63.0,79.0,79,1396/06/01 11:00:00
البرز,فردیس,46.0,52.0,49.0,21.0,76.0,95.0,95,1396/06/02 11:00:00
البرز,مترو کرج,45.0,50.0,41.0,25.0,62.0,71.0,71,1396/06/02 11:00:00
البرز,فرهنگسرا کرج,39.0,50.0,43.0,24.0,63.0,79.0,79,1396/06/02 11:00:00
البرز,فرمانداری ساوجبلاغ,47.0,50.0,37.0,28.0,51.0,53.0,53,1396/06/02 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,45.0,26.0,57.0,93.0,57,1396/06/02 11:00:00
البرز,فردیس,42.0,50.0,47.0,21.0,73.0,92.0,92,1396/06/03 11:00:00
البرز,مترو کرج,53.0,50.0,48.0,20.0,79.0,92.0,92,1396/06/03 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,73.0,60.0,31.0,59.0,114.0,73,1396/06/03 11:00:00
البرز,فرمانداری ساوجبلاغ,46.0,50.0,37.0,27.0,52.0,54.0,54,1396/06/03 11:00:00
البرز,فرهنگسرا کرج,31.0,51.0,49.0,21.0,75.0,105.0,105,1396/06/03 11:00:00
البرز,فرهنگسرا کرج,37.0,57.0,51.0,23.0,74.0,102.0,102,1396/06/04 11:00:00
البرز,فردیس,40.0,47.0,44.0,21.0,69.0,85.0,85,1396/06/04 11:00:00
البرز,مترو کرج,42.0,50.0,44.0,23.0,67.0,82.0,82,1396/06/04 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,45.0,26.0,54.0,91.0,54,1396/06/04 11:00:00
البرز,فرمانداری ساوجبلاغ,46.0,50.0,37.0,27.0,52.0,54.0,54,1396/06/04 11:00:00
البرز,فرهنگسرا کرج,37.0,52.0,46.0,23.0,68.0,90.0,90,1396/06/05 11:00:00
البرز,فردیس,37.0,40.0,35.0,22.0,58.0,65.0,65,1396/06/05 11:00:00
البرز,مترو کرج,27.0,50.0,38.0,28.0,49.0,65.0,65,1396/06/05 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,44.0,25.0,58.0,94.0,58,1396/06/05 11:00:00
البرز,فرمانداری ساوجبلاغ,47.0,50.0,37.0,28.0,51.0,53.0,53,1396/06/05 11:00:00
البرز,مترو کرج,49.0,31.0,38.0,15.0,77.0,80.0,80,1396/06/06 11:00:00
البرز,اشتهارد,7.0,2.0,16.0,16.0,34.0,35.0,34,1396/06/06 11:00:00
البرز,فردیس,44.0,45.0,41.0,22.0,66.0,75.0,75,1396/06/06 11:00:00
البرز,فرهنگسرا کرج,36.0,54.0,49.0,23.0,73.0,99.0,99,1396/06/06 11:00:00
البرز,فرمانداری ساوجبلاغ,41.0,43.0,34.0,25.0,52.0,54.0,54,1396/06/06 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,33.0,33.0,21.0,57.0,80.0,57,1396/06/07 11:00:00
البرز,فرمانداری ساوجبلاغ,31.0,31.0,29.0,22.0,51.0,54.0,54,1396/06/07 11:00:00
البرز,اشتهارد,9.0,2.0,15.0,15.0,41.0,41.0,41,1396/06/07 11:00:00
البرز,فردیس,46.0,48.0,43.0,22.0,69.0,80.0,80,1396/06/07 11:00:00
البرز,مترو کرج,44.0,22.0,29.0,15.0,66.0,61.0,61,1396/06/07 11:00:00
البرز,فرهنگسرا کرج,36.0,47.0,41.0,23.0,63.0,78.0,78,1396/06/07 11:00:00
البرز,فرهنگسرا کرج,42.0,52.0,42.0,26.0,60.0,72.0,72,1396/06/08 11:00:00
البرز,اشتهارد,7.0,2.0,16.0,16.0,36.0,37.0,36,1396/06/08 11:00:00
البرز,فردیس,47.0,54.0,50.0,21.0,78.0,98.0,98,1396/06/08 11:00:00
البرز,مترو کرج,41.0,26.0,31.0,16.0,66.0,66.0,66,1396/06/08 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,47.0,42.0,25.0,59.0,93.0,59,1396/06/08 11:00:00
البرز,فرمانداری ساوجبلاغ,35.0,36.0,31.0,23.0,51.0,54.0,54,1396/06/08 11:00:00
البرز,فرمانداری ساوجبلاغ,38.0,40.0,33.0,24.0,52.0,54.0,54,1396/06/09 11:00:00
البرز,اشتهارد,11.0,2.0,14.0,14.0,50.0,48.0,50,1396/06/09 11:00:00
البرز,فردیس,40.0,56.0,54.0,20.0,83.0,112.0,112,1396/06/09 11:00:00
البرز,مترو کرج,41.0,27.0,34.0,15.0,70.0,73.0,73,1396/06/09 11:00:00
البرز,فرهنگسرا کرج,44.0,58.0,47.0,26.0,66.0,84.0,84,1396/06/09 11:00:00
البرز,ایستگاه گلسار,6.0,67.0,83.0,18.0,81.0,166.0,166,1396/06/09 11:00:00
البرز,مترو کرج,52.0,29.0,36.0,15.0,75.0,73.0,73,1396/06/10 11:00:00
البرز,فرمانداری ساوجبلاغ,41.0,43.0,34.0,25.0,52.0,54.0,54,1396/06/10 11:00:00
البرز,اشتهارد,10.0,2.0,14.0,14.0,48.0,46.0,48,1396/06/10 11:00:00
البرز,فردیس,39.0,45.0,41.0,22.0,66.0,80.0,80,1396/06/10 11:00:00
البرز,ایستگاه گلسار,6.0,67.0,83.0,18.0,81.0,166.0,166,1396/06/10 11:00:00
البرز,فرهنگسرا کرج,48.0,60.0,46.0,27.0,62.0,76.0,76,1396/06/10 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,44.0,25.0,58.0,94.0,58,1396/06/11 11:00:00
البرز,مترو کرج,56.0,26.0,33.0,14.0,73.0,65.0,65,1396/06/11 11:00:00
البرز,فرمانداری ساوجبلاغ,40.0,42.0,33.0,25.0,51.0,52.0,52,1396/06/11 11:00:00
البرز,ایستگاه گلسار,6.0,67.0,83.0,18.0,81.0,166.0,166,1396/06/11 11:00:00
البرز,فرهنگسرا کرج,49.0,58.0,44.0,28.0,58.0,68.0,68,1396/06/11 11:00:00
البرز,اشتهارد,9.0,2.0,15.0,15.0,42.0,41.0,42,1396/06/11 11:00:00
البرز,فردیس,48.0,46.0,41.0,22.0,66.0,74.0,74,1396/06/11 11:00:00
البرز,اشتهارد,8.0,2.0,15.0,15.0,39.0,39.0,39,1396/06/12 11:00:00
البرز,فرمانداری ساوجبلاغ,36.0,37.0,31.0,24.0,51.0,54.0,54,1396/06/12 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/12 11:00:00
البرز,ایستگاه گلسار,6.0,67.0,83.0,18.0,81.0,166.0,166,1396/06/12 11:00:00
البرز,فرهنگسرا کرج,44.0,58.0,47.0,26.0,65.0,83.0,83,1396/06/12 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,45.0,26.0,55.0,92.0,55,1396/06/12 11:00:00
البرز,مترو کرج,53.0,25.0,33.0,14.0,74.0,68.0,68,1396/06/12 11:00:00
البرز,فردیس,45.0,50.0,47.0,21.0,73.0,90.0,90,1396/06/12 11:00:00
البرز,اشتهارد,9.0,2.0,15.0,15.0,43.0,42.0,43,1396/06/13 11:00:00
البرز,فردیس,42.0,43.0,38.0,22.0,62.0,70.0,70,1396/06/13 11:00:00
البرز,مترو کرج,45.0,22.0,31.0,14.0,70.0,66.0,66,1396/06/13 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,48.0,44.0,25.0,55.0,90.0,55,1396/06/13 11:00:00
البرز,فرهنگسرا کرج,38.0,49.0,42.0,24.0,62.0,77.0,77,1396/06/13 11:00:00
البرز,ایستگاه گلسار,6.0,67.0,83.0,18.0,81.0,166.0,166,1396/06/13 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/13 11:00:00
البرز,فرمانداری ساوجبلاغ,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/13 11:00:00
البرز,ایستگاه گلسار,6.0,67.0,83.0,18.0,81.0,166.0,166,1396/06/14 11:00:00
البرز,فرهنگسرا کرج,31.0,42.0,40.0,21.0,65.0,83.0,83,1396/06/14 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,30.0,32.0,21.0,53.0,73.0,53,1396/06/14 11:00:00
البرز,فرمانداری ساوجبلاغ,30.0,30.0,28.0,22.0,51.0,54.0,54,1396/06/14 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/14 11:00:00
البرز,اشتهارد,10.0,2.0,14.0,15.0,45.0,44.0,45,1396/06/14 11:00:00
البرز,فردیس,47.0,50.0,46.0,21.0,73.0,87.0,87,1396/06/14 11:00:00
البرز,مترو کرج,43.0,19.0,31.0,12.0,73.0,71.0,71,1396/06/14 11:00:00
البرز,فرمانداری ساوجبلاغ,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/15 11:00:00
البرز,فرهنگسرا کرج,37.0,48.0,42.0,24.0,63.0,79.0,79,1396/06/15 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,49.0,44.0,25.0,57.0,93.0,57,1396/06/15 11:00:00
البرز,ایستگاه گلسار,7.0,53.0,68.0,21.0,54.0,118.0,118,1396/06/15 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/15 11:00:00
البرز,اشتهارد,8.0,2.0,15.0,15.0,40.0,40.0,40,1396/06/15 11:00:00
البرز,فردیس,45.0,59.0,56.0,20.0,86.0,116.0,116,1396/06/15 11:00:00
البرز,مترو کرج,45.0,22.0,31.0,14.0,70.0,66.0,66,1396/06/15 11:00:00
البرز,فرهنگسرا کرج,38.0,52.0,45.0,24.0,66.0,85.0,85,1396/06/16 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,51.0,45.0,26.0,56.0,93.0,56,1396/06/16 11:00:00
البرز,ایستگاه گلسار,4.0,64.0,81.0,19.0,72.0,155.0,155,1396/06/16 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/16 11:00:00
البرز,فرمانداری ساوجبلاغ,36.0,38.0,32.0,24.0,51.0,54.0,54,1396/06/16 11:00:00
البرز,اشتهارد,8.0,2.0,15.0,15.0,40.0,40.0,40,1396/06/16 11:00:00
البرز,فردیس,43.0,52.0,49.0,21.0,76.0,97.0,97,1396/06/16 11:00:00
البرز,مترو کرج,44.0,24.0,32.0,14.0,70.0,69.0,69,1396/06/16 11:00:00
البرز,ایستگاه گلسار,3.0,64.0,81.0,19.0,71.0,155.0,155,1396/06/17 11:00:00
البرز,فرمانداری ساوجبلاغ,33.0,34.0,30.0,23.0,51.0,53.0,53,1396/06/17 11:00:00
البرز,فرهنگسرا کرج,35.0,54.0,50.0,22.0,74.0,102.0,102,1396/06/17 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,53.0,46.0,26.0,61.0,100.0,61,1396/06/17 11:00:00
البرز,اشتهارد,13.0,2.0,12.0,13.0,59.0,55.0,59,1396/06/17 11:00:00
البرز,فردیس,50.0,53.0,49.0,21.0,76.0,92.0,92,1396/06/17 11:00:00
البرز,مترو کرج,46.0,21.0,33.0,12.0,76.0,75.0,75,1396/06/17 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/17 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,45.0,42.0,25.0,53.0,86.0,53,1396/06/18 11:00:00
البرز,فرهنگسرا کرج,37.0,52.0,46.0,24.0,68.0,88.0,88,1396/06/18 11:00:00
البرز,فرمانداری ساوجبلاغ,32.0,32.0,29.0,22.0,51.0,54.0,54,1396/06/18 11:00:00
البرز,ایستگاه گلسار,0.0,61.0,81.0,19.0,61.0,145.0,145,1396/06/18 11:00:00
البرز,اشتهارد,4.0,2.0,18.0,17.0,23.0,27.0,23,1396/06/18 11:00:00
البرز,فردیس,32.0,41.0,38.0,22.0,61.0,75.0,75,1396/06/18 11:00:00
البرز,مترو کرج,22.0,27.0,28.0,21.0,52.0,59.0,59,1396/06/18 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/18 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,48.0,43.0,25.0,56.0,91.0,56,1396/06/19 11:00:00
البرز,فرهنگسرا کرج,35.0,53.0,48.0,23.0,72.0,97.0,97,1396/06/19 11:00:00
البرز,فرمانداری ساوجبلاغ,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/19 11:00:00
البرز,ایستگاه گلسار,0.0,63.0,83.0,19.0,64.0,151.0,151,1396/06/19 11:00:00
البرز,اشتهارد,9.0,2.0,15.0,15.0,42.0,41.0,42,1396/06/19 11:00:00
البرز,فردیس,50.0,52.0,48.0,21.0,75.0,90.0,90,1396/06/19 11:00:00
البرز,مترو کرج,57.0,29.0,37.0,13.0,80.0,77.0,77,1396/06/19 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/19 11:00:00
البرز,اشتهارد,11.0,2.0,14.0,14.0,49.0,47.0,49,1396/06/20 11:00:00
البرز,فرمانداری ساوجبلاغ,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/20 11:00:00
البرز,فرهنگسرا کرج,36.0,55.0,50.0,23.0,74.0,102.0,102,1396/06/20 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,45.0,40.0,24.0,62.0,94.0,62,1396/06/20 11:00:00
البرز,مترو کرج,44.0,26.0,38.0,11.0,83.0,91.0,91,1396/06/20 11:00:00
البرز,فردیس,44.0,51.0,48.0,21.0,74.0,93.0,93,1396/06/20 11:00:00
البرز,ایستگاه گلسار,3.0,65.0,83.0,19.0,73.0,159.0,159,1396/06/20 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/20 11:00:00
البرز,فردیس,40.0,53.0,51.0,21.0,79.0,104.0,104,1396/06/21 11:00:00
البرز,ایستگاه گلسار,1.0,64.0,83.0,19.0,67.0,154.0,154,1396/06/21 11:00:00
البرز,فرهنگسرا کرج,32.0,45.0,43.0,21.0,67.0,88.0,88,1396/06/21 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,43.0,38.0,23.0,68.0,98.0,68,1396/06/21 11:00:00
البرز,مترو کرج,23.0,22.0,30.0,16.0,63.0,73.0,73,1396/06/21 11:00:00
البرز,اشتهارد,9.0,2.0,15.0,15.0,44.0,43.0,44,1396/06/21 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/21 11:00:00
البرز,فرمانداری ساوجبلاغ,27.0,26.0,27.0,20.0,51.0,54.0,54,1396/06/21 11:00:00
البرز,فردیس,40.0,62.0,61.0,19.0,92.0,131.0,131,1396/06/22 11:00:00
البرز,فرمانداری ساوجبلاغ,33.0,34.0,30.0,23.0,51.0,53.0,53,1396/06/22 11:00:00
البرز,ایستگاه گلسار,4.0,66.0,83.0,19.0,75.0,161.0,161,1396/06/22 11:00:00
البرز,فرهنگسرا کرج,36.0,53.0,48.0,23.0,70.0,94.0,94,1396/06/22 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,43.0,25.0,65.0,101.0,65,1396/06/22 11:00:00
البرز,مترو کرج,47.0,32.0,38.0,16.0,75.0,79.0,79,1396/06/22 11:00:00
البرز,اشتهارد,7.0,2.0,16.0,16.0,34.0,35.0,34,1396/06/22 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/22 11:00:00
البرز,فردیس,45.0,46.0,41.0,22.0,66.0,76.0,76,1396/06/23 11:00:00
البرز,فرهنگسرا کرج,30.0,49.0,48.0,21.0,75.0,104.0,104,1396/06/23 11:00:00
البرز,مترو کرج,37.0,25.0,32.0,16.0,67.0,70.0,70,1396/06/23 11:00:00
البرز,اشتهارد,7.0,2.0,16.0,16.0,35.0,36.0,35,1396/06/23 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/23 11:00:00
البرز,فرمانداری ساوجبلاغ,32.0,33.0,30.0,22.0,51.0,54.0,54,1396/06/23 11:00:00
البرز,ایستگاه گلسار,3.0,64.0,81.0,19.0,70.0,154.0,154,1396/06/23 11:00:00
البرز,فردیس,33.0,36.0,32.0,23.0,54.0,60.0,60,1396/06/24 11:00:00
البرز,فرهنگسرا کرج,41.0,55.0,46.0,25.0,66.0,84.0,84,1396/06/24 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,48.0,44.0,26.0,52.0,87.0,52,1396/06/24 11:00:00
البرز,مترو کرج,27.0,28.0,29.0,20.0,54.0,60.0,60,1396/06/24 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/24 11:00:00
البرز,ایستگاه گلسار,3.0,59.0,76.0,20.0,60.0,137.0,137,1396/06/24 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/24 11:00:00
البرز,فرمانداری ساوجبلاغ,36.0,37.0,31.0,24.0,51.0,54.0,54,1396/06/24 11:00:00
البرز,فردیس,35.0,39.0,36.0,22.0,58.0,67.0,67,1396/06/25 11:00:00
البرز,فرهنگسرا کرج,43.0,59.0,49.0,25.0,68.0,89.0,89,1396/06/25 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,46.0,26.0,50.0,87.0,50,1396/06/25 11:00:00
البرز,مترو کرج,38.0,26.0,30.0,17.0,62.0,62.0,62,1396/06/25 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/25 11:00:00
البرز,فرمانداری ساوجبلاغ,36.0,38.0,32.0,24.0,51.0,54.0,54,1396/06/25 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/25 11:00:00
البرز,ایستگاه گلسار,2.0,57.0,75.0,20.0,56.0,132.0,132,1396/06/25 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/26 11:00:00
البرز,فرهنگسرا کرج,36.0,55.0,50.0,23.0,74.0,102.0,102,1396/06/26 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,50.0,48.0,28.0,37.0,74.0,50,1396/06/26 11:00:00
البرز,مترو کرج,24.0,28.0,27.0,21.0,50.0,56.0,56,1396/06/26 11:00:00
البرز,فردیس,29.0,42.0,39.0,22.0,63.0,81.0,81,1396/06/26 11:00:00
البرز,فرمانداری ساوجبلاغ,38.0,40.0,32.0,25.0,51.0,53.0,53,1396/06/26 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/26 11:00:00
البرز,ایستگاه گلسار,2.0,59.0,78.0,20.0,60.0,139.0,139,1396/06/26 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/27 11:00:00
البرز,فرهنگسرا کرج,35.0,47.0,42.0,23.0,65.0,83.0,47,1396/06/27 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,46.0,45.0,26.0,38.0,72.0,46,1396/06/27 11:00:00
البرز,مترو کرج,24.0,26.0,26.0,21.0,49.0,52.0,52,1396/06/27 11:00:00
البرز,فردیس,34.0,40.0,36.0,22.0,59.0,69.0,69,1396/06/27 11:00:00
البرز,ایستگاه گلسار,1.0,63.0,82.0,19.0,67.0,152.0,152,1396/06/27 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/27 11:00:00
البرز,فرمانداری ساوجبلاغ,33.0,33.0,29.0,23.0,51.0,53.0,53,1396/06/27 11:00:00
البرز,فرمانداری ساوجبلاغ,32.0,33.0,30.0,22.0,51.0,54.0,54,1396/06/28 11:00:00
البرز,فرهنگسرا کرج,35.0,46.0,42.0,23.0,65.0,82.0,46,1396/06/28 11:00:00
البرز,مترو کرج,47.0,21.0,30.0,14.0,69.0,62.0,62,1396/06/28 11:00:00
البرز,فردیس,57.0,52.0,46.0,22.0,73.0,81.0,81,1396/06/28 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/28 11:00:00
البرز,ایستگاه گلسار,4.0,65.0,82.0,19.0,73.0,158.0,158,1396/06/28 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/28 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/29 11:00:00
البرز,فرهنگسرا کرج,51.0,55.0,39.0,29.0,51.0,53.0,55,1396/06/29 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,31.0,32.0,21.0,53.0,74.0,53,1396/06/29 11:00:00
البرز,مترو کرج,48.0,22.0,33.0,12.0,76.0,73.0,73,1396/06/29 11:00:00
البرز,فردیس,48.0,59.0,56.0,20.0,86.0,113.0,113,1396/06/29 11:00:00
البرز,فرمانداری ساوجبلاغ,36.0,37.0,31.0,24.0,51.0,54.0,54,1396/06/29 11:00:00
البرز,نظرآباد,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/29 11:00:00
البرز,ایستگاه گلسار,3.0,65.0,82.0,19.0,72.0,157.0,157,1396/06/29 11:00:00
البرز,فرهنگسرا کرج,41.0,54.0,45.0,25.0,65.0,83.0,83,1396/06/30 11:00:00
البرز,دانشگاه محیط زیست کرج,11.0,33.0,33.0,21.0,59.0,82.0,59,1396/06/30 11:00:00
البرز,مترو کرج,37.0,25.0,31.0,16.0,65.0,66.0,66,1396/06/30 11:00:00
البرز,فردیس,89.0,65.0,56.0,22.0,87.0,85.0,89,1396/06/30 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/30 11:00:00
البرز,ایستگاه گلسار,1.0,67.0,86.0,18.0,75.0,166.0,166,1396/06/30 11:00:00
البرز,فرمانداری ساوجبلاغ,36.0,37.0,31.0,24.0,51.0,54.0,54,1396/06/30 11:00:00
البرز,مترو کرج,43.0,23.0,29.0,16.0,65.0,61.0,61,1396/06/31 11:00:00
البرز,فردیس,91.0,63.0,53.0,22.0,83.0,76.0,91,1396/06/31 11:00:00
البرز,اشتهارد,3.0,2.0,19.0,18.0,19.0,23.0,19,1396/06/31 11:00:00
البرز,ایستگاه گلسار,7.0,70.0,85.0,18.0,86.0,174.0,174,1396/06/31 11:00:00
البرز,فرمانداری ساوجبلاغ,34.0,35.0,30.0,23.0,51.0,54.0,54,1396/06/31 11:00:00
البرز,فرهنگسرا کرج,38.0,54.0,48.0,24.0,69.0,92.0,92,1396/06/31 11:00:00
بوشهر,گناوه,63.0,50.0,23.0,12.0,161.0,154.0,161,1396/06/01 11:00:00
بوشهر,برازجان,19.0,71.0,111.0,2.0,104.0,182.0,104,1396/06/01 11:00:00
بوشهر,بوشهر,46.0,52.0,40.0,20.0,96.0,109.0,96,1396/06/01 11:00:00
بوشهر,گناوه,58.0,50.0,16.0,11.0,134.0,127.0,134,1396/06/02 11:00:00
بوشهر,برازجان,16.0,75.0,111.0,2.0,109.0,191.0,109,1396/06/02 11:00:00
بوشهر,بوشهر,41.0,49.0,40.0,21.0,85.0,99.0,85,1396/06/02 11:00:00
بوشهر,گناوه,50.0,50.0,18.0,11.0,101.0,99.0,101,1396/06/03 11:00:00
بوشهر,برازجان,16.0,55.0,111.0,2.0,96.0,168.0,96,1396/06/03 11:00:00
بوشهر,بوشهر,46.0,52.0,40.0,20.0,97.0,110.0,97,1396/06/03 11:00:00
بوشهر,گناوه,47.0,50.0,16.0,11.0,91.0,88.0,50,1396/06/04 11:00:00
بوشهر,برازجان,15.0,52.0,111.0,2.0,115.0,187.0,115,1396/06/04 11:00:00
بوشهر,بوشهر,48.0,53.0,40.0,20.0,101.0,113.0,101,1396/06/04 11:00:00
بوشهر,برازجان,17.0,68.0,111.0,2.0,102.0,180.0,102,1396/06/05 11:00:00
بوشهر,بوشهر,41.0,48.0,40.0,21.0,83.0,97.0,83,1396/06/05 11:00:00
بوشهر,برازجان,20.0,55.0,111.0,3.0,96.0,165.0,96,1396/06/06 11:00:00
بوشهر,بوشهر,41.0,48.0,40.0,21.0,83.0,97.0,83,1396/06/06 11:00:00
بوشهر,گناوه,20.0,3.0,19.0,12.0,84.0,80.0,84,1396/06/07 11:00:00
بوشهر,برازجان,27.0,79.0,111.0,3.0,86.0,161.0,86,1396/06/07 11:00:00
بوشهر,بوشهر,35.0,44.0,39.0,22.0,69.0,84.0,69,1396/06/07 11:00:00
بوشهر,گناوه,45.0,35.0,20.0,12.0,118.0,114.0,118,1396/06/08 11:00:00
بوشهر,برازجان,29.0,65.0,111.0,3.0,87.0,154.0,87,1396/06/08 11:00:00
بوشهر,بوشهر,35.0,44.0,39.0,22.0,69.0,84.0,69,1396/06/08 11:00:00
بوشهر,گناوه,48.0,44.0,24.0,11.0,107.0,107.0,107,1396/06/09 11:00:00
بوشهر,برازجان,27.0,82.0,111.0,4.0,88.0,165.0,88,1396/06/09 11:00:00
بوشهر,بوشهر,38.0,46.0,40.0,21.0,76.0,90.0,76,1396/06/09 11:00:00
بوشهر,برازجان,32.0,82.0,111.0,3.0,74.0,147.0,82,1396/06/10 11:00:00
بوشهر,بوشهر,33.0,43.0,39.0,22.0,65.0,80.0,65,1396/06/10 11:00:00
بوشهر,گناوه,45.0,46.0,24.0,11.0,88.0,90.0,88,1396/06/10 11:00:00
بوشهر,گناوه,47.0,46.0,19.0,11.0,97.0,95.0,97,1396/06/11 11:00:00
بوشهر,برازجان,21.0,102.0,111.0,3.0,77.0,167.0,102,1396/06/11 11:00:00
بوشهر,بوشهر,33.0,42.0,39.0,22.0,63.0,78.0,63,1396/06/11 11:00:00
بوشهر,گناوه,57.0,66.0,18.0,11.0,93.0,93.0,93,1396/06/12 11:00:00
بوشهر,برازجان,16.0,57.0,111.0,2.0,79.0,151.0,79,1396/06/12 11:00:00
بوشهر,بوشهر,34.0,43.0,39.0,22.0,67.0,82.0,67,1396/06/12 11:00:00
بوشهر,گناوه,64.0,74.0,16.0,11.0,102.0,101.0,102,1396/06/13 11:00:00
بوشهر,برازجان,18.0,102.0,111.0,2.0,81.0,173.0,102,1396/06/13 11:00:00
بوشهر,بوشهر,35.0,44.0,39.0,22.0,69.0,84.0,69,1396/06/13 11:00:00
بوشهر,گناوه,64.0,81.0,16.0,11.0,87.0,88.0,87,1396/06/14 11:00:00
بوشهر,برازجان,15.0,89.0,110.0,2.0,83.0,171.0,89,1396/06/14 11:00:00
بوشهر,بوشهر,38.0,46.0,40.0,21.0,76.0,90.0,76,1396/06/14 11:00:00
بوشهر,گناوه,51.0,51.0,16.0,11.0,104.0,100.0,104,1396/06/15 11:00:00
بوشهر,برازجان,14.0,59.0,111.0,2.0,89.0,164.0,89,1396/06/15 11:00:00
بوشهر,بوشهر,43.0,50.0,40.0,21.0,89.0,102.0,89,1396/06/15 11:00:00
بوشهر,گناوه,47.0,46.0,15.0,11.0,98.0,94.0,98,1396/06/16 11:00:00
بوشهر,برازجان,16.0,49.0,110.0,4.0,85.0,153.0,85,1396/06/16 11:00:00
بوشهر,بوشهر,35.0,44.0,39.0,22.0,68.0,83.0,68,1396/06/16 11:00:00
بوشهر,بوشهر,35.0,44.0,39.0,22.0,68.0,83.0,68,1396/06/17 11:00:00
